
Sunspot Observations by Barnaba Oriani (1778 – 1779)

Original source: J.M. Nogales, V.M.S. Carrasco, R. Arlt, F. Domínguez-Castro, J.M. Vaquero, : 2020, Solar Physics.

FIRST COLUMN - year of the observation
SECOND COLUMN - month of the observation
THIRD COLUMN - day of the observation
FOURTH COLUMN - code of each sunspots
FIFTH COLUMN - heliographic latitude of each sunspot
SIXTH COLUMN - Carrington longitude of each sunspot
SEVENTH COLUMN - heliographic longitude of each sunspot with respect to central meridian


YEAR	MONTH	DAY	SUNSPOT	LAT	CAR-LON	LON
1778	7	16	6.3.2.1	24.54	207.39	-4.13
1778	7	16	6.2.1	21.37	241.27	29.75
1778	7	16	6.3.2.2	24.72	201.78	-9.74
1778	7	16	6.3.2	13.37	184.08	-27.44
1778	7	16	6	-20.35	271.04	59.53
1778	7	16	6.4	-13.16	162.55	-48.96
1778	7	16	6.5	-23.32	148.15	-63.37
1778	7	16	6.3.1	-29.01	206.47	-5.05
1778	7	16	6.3.3	-30.59	205.57	-5.94
1778	7	17	1	16.56	134.85	-63.43
1778	7	17	6.4.1	60.23	126.25	-72.04
1778	7	17	6.2.2	23.44	232.17	33.88
1778	7	17	6.2.1	21.87	240.90	42.61
1778	7	17	6.3.2.2	24.27	198.84	0.56
1778	7	17	6.3.2.1	23.41	208.32	10.04
1778	7	17	6.3.4	12.68	197.98	-0.30
1778	7	17	6.3.2	13.48	183.81	-14.48
1778	7	17	6.0.2	-20.81	268.67	70.39
1778	7	17	6.0.1	-21.17	272.09	73.80
1778	7	17	6.4.3	-11.60	162.63	-35.66
1778	7	17	6.4.2	-13.65	161.22	-37.07
1778	7	17	6.5.1	-21.79	139.28	-59.00
1778	7	17	6.5	-23.50	147.56	-50.73
1778	7	17	6.3.1	-28.41	205.46	7.18
1778	7	17	6.3.3	-30.52	204.45	6.16
1778	7	18	1	21.91	130.91	-54.14
1778	7	18	1.2.1	-16.27	109.88	-75.17
1778	7	18	1.2	-20.01	113.84	-71.22
1778	7	18	6.2.2	22.51	232.87	47.82
1778	7	18	6.2.1	20.67	239.02	53.96
1778	7	18	6.3.2.1	22.86	208.87	23.82
1778	7	18	6.3.2.2	22.99	204.43	19.38
1778	7	18	6.3.2	12.15	197.24	12.19
1778	7	18	6.4.3	-11.79	163.19	-21.86
1778	7	18	6.4.2	-12.89	162.05	-23.01
1778	7	18	6.4.1	-14.03	162.76	-22.30
1778	7	18	6.5.1	-22.78	138.82	-46.23
1778	7	18	6.5	-23.52	147.46	-37.59
1778	7	18	6.3.1	-	-	-
1778	7	19	6.2.2	-	-	-
1778	7	19	6.3.1	-	-	-
1778	7	21	1.2	-17.15	106.77	-38.64
1778	7	21	1	-19.31	112.54	-32.87
1778	7	21	1.3	-24.54	108.11	-37.30
1778	7	21	1.4	-26.35	99.57	-45.84
1778	7	21	6.5.2	20.07	166.43	21.02
1778	7	21	6.5.1	14.21	155.89	10.48
1778	7	21	6.6	17.56	113.96	-31.45
1778	7	21	6.4.3	-11.44	162.20	16.79
1778	7	21	6.4.1	-13.08	162.11	16.70
1778	7	21	6.3.1	-28.54	204.54	59.13
1778	7	21	6.5	-22.08	147.25	1.84
1778	7	22	1.2	-16.73	108.18	-23.91
1778	7	22	1	-19.38	113.72	-18.36
1778	7	22	1.3	-23.20	110.46	-21.63
1778	7	22	1.3.1	-24.91	109.53	-22.56
1778	7	22	1.4	-26.47	99.58	-32.51
1778	7	22	6.5.2	20.91	166.18	34.09
1778	7	22	6.5.1	19.73	161.10	29.01
1778	7	22	6.6	17.99	115.17	-16.91
1778	7	22	6.4.3	-11.45	162.83	30.74
1778	7	22	6.4.1	-12.46	162.81	30.72
1778	7	22	6.3.1	-28.92	204.51	72.43
1778	7	22	6.5	-21.34	147.59	15.51
1778	7	23	1.2	-16.03	107.52	-11.39
1778	7	23	1	-19.24	112.37	-6.54
1778	7	23	1.3.1	-23.60	110.66	-8.24
1778	7	23	1.3	-23.96	107.76	-11.15
1778	7	23	1.4	-26.42	98.30	-20.60
1778	7	23	2	13.28	46.09	-72.81
1778	7	23	6.5.2	20.72	167.57	48.66
1778	7	23	6.5.1	20.04	160.61	41.71
1778	7	23	6.6	17.99	115.28	-3.63
1778	7	23	6.4	-10.93	163.08	44.18
1778	7	23	6.5	-21.92	147.16	28.26
1778	7	23	6.5.3	-21.37	140.51	21.61
1778	7	24	1.2	-15.59	106.67	1.03
1778	7	24	1	-19.34	112.54	6.91
1778	7	24	1.3.1	-23.26	110.41	4.78
1778	7	24	1.3	-23.62	108.22	2.59
1778	7	24	1.4	-26.81	96.80	-8.83
1778	7	24	2.3	24.40	30.43	-75.20
1778	7	24	2.2	12.98	39.38	-66.25
1778	7	24	2	12.81	46.39	-59.25
1778	7	24	6.5.2	19.82	168.88	63.25
1778	7	24	6.5.1	19.58	159.67	54.04
1778	7	24	6.6.1	18.62	113.61	7.97
1778	7	24	6.6	16.60	115.67	10.04
1778	7	24	6.5.3	-19.60	144.49	38.86
1778	7	24	6.5.4	-21.18	144.10	38.47
1778	7	24	6.5	-21.49	145.96	40.32
1778	7	25	1.2	-14.61	105.97	13.57
1778	7	25	1	-19.23	111.04	18.63
1778	7	25	1.3.1	-22.79	107.06	14.66
1778	7	25	1.3	-23.60	105.77	13.37
1778	7	25	1.4	-26.62	95.46	3.05
1778	7	25	2.3	24.30	25.57	-66.84
1778	7	25	2	13.18	44.61	-47.80
1778	7	25	2.2	12.82	36.45	-55.96
1778	7	25	6.5.1	20.16	157.99	65.59
1778	7	25	6.6	16.54	115.59	23.19
1778	7	25	6.5	-18.89	144.84	52.43
1778	7	25	6.5.3	-21.18	145.40	53.00
1778	7	26	1.2	-15.07	105.27	26.09
1778	7	26	1	-18.95	110.75	31.58
1778	7	26	1.3.1	-23.17	109.15	29.97
1778	7	26	1.3	-23.73	107.78	28.60
1778	7	26	1.4	-26.05	93.72	14.55
1778	7	26	2.3	25.26	23.53	-55.65
1778	7	26	2.2	19.39	30.89	-48.29
1778	7	26	2.0.1	13.00	44.48	-34.70
1778	7	26	2	12.17	35.56	-43.62
1778	7	26	6.5.1	20.36	155.51	76.34
1778	7	26	6.6	16.66	114.98	35.80
1778	7	26	6.6.1	17.35	110.88	31.70
1778	7	26	6.5	-19.36	145.33	66.16
1778	7	26	6.5.3	-21.31	145.57	66.39
1778	7	27	1.2	-15.04	105.67	39.68
1778	7	27	1	-18.96	111.57	45.57
1778	7	27	1.3	-23.75	108.01	42.01
1778	7	27	1.3.1	-23.99	107.54	41.55
1778	7	27	1.4	-26.62	94.52	28.52
1778	7	27	2.4	30.31	30.44	-35.56
1778	7	27	2.3	25.36	25.64	-40.36
1778	7	27	2.2	20.08	30.81	-35.19
1778	7	27	2.0.1	13.47	45.36	-20.64
1778	7	27	2	13.08	35.86	-30.13
1778	7	27	3.2	24.14	340.56	-85.43
1778	7	27	3	-25.07	2.28	-63.72
1778	7	27	6.6.1	17.66	113.48	47.48
1778	7	27	6.6	16.90	117.26	51.26
1778	7	28	1.2	-15.15	105.10	52.33
1778	7	28	1	-19.32	110.31	57.54
1778	7	28	1.3.1	-24.03	109.17	56.40
1778	7	28	1.3	-24.48	107.60	54.83
1778	7	28	1.4	-26.22	92.83	40.06
1778	7	28	2.4	30.19	28.09	-24.68
1778	7	28	2.3	25.99	24.24	-28.53
1778	7	28	2.2	19.11	32.59	-20.18
1778	7	28	2.0.1	13.55	45.86	-6.91
1778	7	28	2	13.09	36.12	-16.65
1778	7	28	3.2	24.77	348.70	-64.07
1778	7	28	3.2.1	18.69	336.09	-76.68
1778	7	28	3.2.2	9.66	337.97	-74.80
1778	7	28	3	-25.33	0.78	-51.99
1778	7	28	6.6	16.67	118.49	65.72
1778	7	29	1.3.1	-23.79	109.81	70.31
1778	7	29	1.3	-24.61	107.56	68.06
1778	7	29	1.4	-26.71	93.50	54.00
1778	7	29	1	-	-	-
1778	7	29	2.3	26.26	22.53	-16.96
1778	7	29	2.2	19.34	33.16	-6.34
1778	7	29	2.0.1	13.64	45.72	6.22
1778	7	29	2	12.62	35.63	-3.87
1778	7	29	3.2.3	31.65	330.53	-68.97
1778	7	29	3.2	24.26	345.00	-54.50
1778	7	29	3.2.2	18.38	338.01	-61.49
1778	7	29	3.2.1	9.27	341.22	-58.28
1778	7	29	3.0.1	-13.73	338.21	-61.29
1778	7	29	3	-25.42	359.02	-40.48
1778	7	29	6.6	-	-	-
1778	7	30	1.4	-	-	-
1778	7	30	2.3	26.41	22.77	-3.55
1778	7	30	2.2	20.13	33.33	7.02
1778	7	30	2.0.1	14.22	46.14	19.82
1778	7	30	2	13.26	35.66	9.35
1778	7	30	3.2.3	28.36	324.90	-61.42
1778	7	30	3.2	24.85	339.65	-46.67
1778	7	30	3.2.2	18.39	335.67	-50.65
1778	7	30	3.0.1	-13.27	331.60	-54.72
1778	7	30	3	-24.72	359.25	-27.07
1778	7	30	3.2.1	-	-	-
1778	8	1	2.3	26.87	21.36	21.54
1778	8	1	2.2	20.29	32.42	32.59
1778	8	1	2.0.1	13.88	45.30	45.48
1778	8	1	2	12.60	35.63	35.81
1778	8	1	3.2	24.96	338.78	-21.05
1778	8	1	3.2.4	26.86	296.03	-63.79
1778	8	1	3.2.3	24.66	328.36	-31.46
1778	8	1	3.2.2	18.34	331.30	-28.53
1778	8	1	3.2.1	10.12	334.49	-25.33
1778	8	1	3.0.1	-13.68	332.26	-27.56
1778	8	1	3	-24.61	359.38	-0.44
1778	8	2	2.3	27.28	21.32	34.71
1778	8	2	2.2	20.49	32.15	45.55
1778	8	2	2.0.1	13.56	46.73	60.13
1778	8	2	2	13.63	35.51	48.91
1778	8	2	3.2	25.38	339.39	-7.21
1778	8	2	3.2.2	18.27	332.36	-14.24
1778	8	2	3.0.1	-13.53	332.56	-14.05
1778	8	2	3	-24.39	359.34	12.73
1778	8	2	4	-27.04	279.02	-67.58
1778	8	3	2.3	26.52	19.74	46.31
1778	8	3	2.2	19.96	30.73	57.31
1778	8	3	2.0.1	12.98	44.98	71.56
1778	8	3	2	12.06	34.44	61.01
1778	8	3	3.2	24.65	338.45	5.02
1778	8	3	3.2.4	26.40	295.44	-37.98
1778	8	3	3.2.2	17.53	332.07	-1.35
1778	8	3	3.2.1	10.26	334.10	0.67
1778	8	3	3.0.1	-13.75	331.58	-1.84
1778	8	3	3	-24.58	357.91	24.48
1778	8	3	4	-28.00	274.78	-58.64
1778	8	3	4.0.1	-29.86	265.05	-68.37
1778	8	4	2.3	26.61	20.04	59.79
1778	8	4	2.2	20.13	29.08	68.83
1778	8	4	2.0.1	-	-	-
1778	8	4	2	12.99	33.31	73.06
1778	8	4	3.2	25.02	337.32	17.07
1778	8	4	3.4.3	26.90	295.05	-25.20
1778	8	4	3.2.2	17.90	331.95	11.70
1778	8	4	3.2.1	10.89	333.83	13.58
1778	8	4	3.0.1	-13.57	331.66	11.41
1778	8	4	3	-24.56	357.00	36.75
1778	8	4	6	-27.22	275.39	-44.86
1778	8	4	6.0.1	-28.65	266.64	-53.61
1778	8	5	2.3	26.85	21.41	74.43
1778	8	5	2.2	-	-	-
1778	8	5	3.2	24.35	338.56	31.58
1778	8	5	3.2.4	26.82	294.82	-12.16
1778	8	5	3.2.1	10.42	334.68	27.70
1778	8	5	3	-25.46	358.02	51.04
1778	8	5	4	-27.78	274.82	-32.16
1778	8	5	4.0.1	-28.96	266.72	-40.26
1778	8	5	5	20.11	233.14	-73.84
1778	8	6	3.2	25.96	337.09	43.33
1778	8	6	3.2.1	10.56	334.94	41.18
1778	8	6	3	-25.41	354.78	61.02
1778	8	6	4	-28.36	274.19	-19.57
1778	8	6	4.0.1	-29.60	265.96	-27.80
1778	8	6	5	20.98	236.59	-57.18
1778	8	7	3.2	25.56	337.83	57.24
1778	8	7	3.2.1	8.05	331.13	50.54
1778	8	7	4	-27.73	273.40	-7.19
1778	8	7	4.0.1	-28.59	265.16	-15.43
1778	8	7	5	21.04	237.50	-43.08
1778	8	8	3.2	25.06	336.14	68.77
1778	8	8	4	-26.53	272.61	5.24
1778	8	8	4.0.2	-27.73	272.08	4.71
1778	8	8	4.0.1	-28.04	263.63	-3.74
1778	8	8	5	21.13	236.24	-31.12
1778	8	9	2.0.1	18.04	289.83	35.73
1778	8	9	2	20.21	279.76	25.65
1778	8	9	3.2	24.30	339.06	84.96
1778	8	9	4	-27.30	271.88	17.78
1778	8	9	4.0.2	-29.29	271.18	17.08
1778	8	9	4.0.1	-28.23	262.57	8.46
1778	8	9	5	20.49	238.23	-15.88
1778	8	10	2.0.1	17.77	289.72	48.84
1778	8	10	2	20.30	278.49	37.61
1778	8	10	2.2.1	13.50	262.68	21.80
1778	8	10	2.2	12.18	267.25	26.36
1778	8	10	4	-27.59	271.31	30.42
1778	8	10	4.0.2	-29.78	270.54	29.65
1778	8	11	1	-13.23	153.56	-74.16
1778	8	11	2.0.1	17.84	291.17	63.46
1778	8	11	2	20.44	279.09	51.38
1778	8	11	2.2	12.50	269.90	42.19
1778	8	11	2.2.1	13.76	263.06	35.34
1778	8	11	4	-27.71	272.34	44.62
1778	8	11	4.0.3	-29.61	270.18	42.47
1778	8	12	1	-13.27	151.28	-63.22
1778	8	12	1.0.1	-15.30	147.53	-66.96
1778	8	12	2.0.1	17.48	293.14	78.64
1778	8	12	2	20.91	276.98	62.49
1778	8	12	2.2	13.29	270.67	56.18
1778	8	12	2.2.1	13.95	261.78	47.28
1778	8	12	4	-28.34	272.13	57.63
1778	8	12	4.0.3	-30.30	270.51	56.01
1778	8	13	1	-	-	-
1778	8	13	2	21.12	277.70	76.42
1778	8	13	2.2	13.72	269.69	68.40
1778	8	13	2.2.1	14.07	261.32	60.03
1778	8	13	4.0.3	-29.83	267.10	65.81
1778	8	14	1	-12.96	153.06	-35.01
1778	8	14	1.2	-23.96	123.96	-64.10
1778	8	15	1	-11.97	152.59	-22.26
1778	8	15	1.3.1	-7.55	98.82	-76.03
1778	8	15	1.0.1	-11.61	144.59	-30.26
1778	8	15	1.0.2	-14.48	148.21	-26.64
1778	8	15	1.3	-21.02	97.63	-77.22
1778	8	15	1.2	-23.19	123.66	-51.19
1778	8	15	1.2.1	-23.79	114.95	-59.90
1778	8	15	1.2.2	-26.11	104.03	-70.82
1778	8	16	1.3.3	26.45	117.39	-44.24
1778	8	16	1.3.4	18.17	95.07	-66.57
1778	8	16	1	-12.30	153.32	-8.32
1778	8	16	1.0.1	-12.23	147.38	-14.25
1778	8	16	1.0.2	-14.86	148.65	-12.99
1778	8	16	1.2.1	-9.77	126.95	-34.69
1778	8	16	1.3.1	-6.93	102.20	-59.43
1778	8	16	1.3.2	-14.28	91.57	-70.06
1778	8	16	1.2	-23.80	124.16	-37.48
1778	8	16	1.3	-21.02	98.07	-63.56
1778	8	16	1.2.2	-25.65	104.53	-57.11
1778	8	17	1.3.4	29.28	93.57	-54.76
1778	8	17	1.3.3	14.09	116.85	-31.48
1778	8	17	1.3.5	-	-	-
1778	8	17	1	-12.22	154.16	5.83
1778	8	17	1.0.1	-12.99	148.48	0.15
1778	8	17	1.3.1	-6.75	102.78	-45.55
1778	8	17	1.3.2	-14.28	89.05	-59.28
1778	8	17	1.2.1	-23.52	119.57	-28.76
1778	8	17	1.3	-20.63	98.16	-50.17
1778	8	17	1.2.2	-25.72	105.57	-42.76
1778	8	17	1.2	-	-	-
1778	8	18	1.3.3	-	-	-
1778	8	18	1.3.4	16.76	95.77	-39.40
1778	8	18	1.3.5	8.61	82.08	-53.09
1778	8	18	1	-11.71	154.29	19.12
1778	8	18	1.0.1	-12.05	147.78	12.62
1778	8	18	1.3.1	-6.90	102.82	-32.35
1778	8	18	1.3.2	-14.88	91.66	-43.51
1778	8	18	1.2	-24.91	124.10	-11.07
1778	8	18	1.2.1	-23.68	119.88	-15.29
1778	8	18	1.3	-21.15	98.61	-36.55
1778	8	18	1.2.2	-25.72	105.11	-30.06
1778	8	19	1.3.4	16.72	95.90	-26.08
1778	8	19	1	-12.16	154.78	32.80
1778	8	19	1.3.5	8.33	83.69	-38.29
1778	8	19	1.0.1	-13.14	147.14	25.17
1778	8	19	1.3.1	-7.25	101.88	-20.10
1778	8	19	1.2	-24.39	124.72	2.74
1778	8	19	1.3.2	-14.81	92.10	-29.88
1778	8	19	1.2.1	-23.39	120.99	-0.99
1778	8	19	1.3	-20.50	98.83	-23.15
1778	8	19	1.2.2	-25.58	105.16	-16.82
1778	8	19	2.0.1	-19.51	56.11	-65.86
1778	8	19	2	-22.36	55.62	-66.36
1778	8	20	1.3.4	17.36	94.60	-14.14
1778	8	20	1	-12.11	153.64	44.90
1778	8	20	1.3.5	8.43	83.91	-24.83
1778	8	20	1.0.1	-13.05	146.58	37.84
1778	8	20	1.3.1	-6.69	101.19	-7.55
1778	8	20	1.2.1	-22.69	119.48	10.74
1778	8	20	1.2	-23.93	122.94	14.21
1778	8	20	1.3	-19.73	97.46	-11.28
1778	8	20	1.2.2	-25.21	103.78	-4.96
1778	8	20	1.3.2	-	-	-
1778	8	20	2.0.1	-19.69	52.58	-56.16
1778	8	20	2	-22.11	53.00	-55.74
1778	8	20	2.2	-11.45	86.74	-22.00
1778	8	20	3.0.2	23.87	31.88	-76.86
1778	8	20	3.0.3	17.46	31.67	-77.07
1778	8	20	3.0.1	11.51	40.32	-68.42
1778	8	20	3	-11.27	27.92	-80.82
1778	8	21	1.3.4	17.17	94.18	-1.31
1778	8	21	1	-12.08	154.59	59.11
1778	8	21	1.3.5	8.46	84.43	-11.05
1778	8	21	1.0.1	-12.69	147.09	51.61
1778	8	21	1.3.1	-7.04	101.06	5.58
1778	8	21	1.2.1	-23.22	119.88	24.40
1778	8	21	1.2	-24.30	122.95	27.46
1778	8	21	1.3	-19.86	98.08	2.60
1778	8	21	1.2.2	-24.98	104.04	8.56
1778	8	21	1.3.2	-	-	-
1778	8	21	2.0.1	-19.72	53.80	-41.69
1778	8	21	2	-21.93	53.43	-42.05
1778	8	21	2.2	-34.75	44.72	-50.76
1778	8	21	3.0.2	23.67	33.69	-61.79
1778	8	21	3.0.3	16.83	28.94	-66.54
1778	8	21	3.0.1	11.37	39.31	-56.18
1778	8	21	3	-10.84	28.46	-67.02
1778	8	22	1.3.4	17.26	94.70	12.38
1778	8	22	1	-12.59	155.04	72.73
1778	8	22	1.3.5	8.13	85.08	2.77
1778	8	22	1.3.1	-7.16	101.64	19.32
1778	8	22	1.2	-24.05	122.35	40.04
1778	8	22	1.3	-20.30	99.23	16.91
1778	8	22	1.0.1	-	-	-
1778	8	22	2.0.1	-19.51	53.23	-29.08
1778	8	22	2	-22.10	53.09	-29.23
1778	8	22	2.2	-34.39	45.68	-36.63
1778	8	22	3.0.2	24.34	33.20	-49.11
1778	8	22	3.0.3	16.83	29.08	-53.23
1778	8	22	3.0.1	11.68	38.51	-43.81
1778	8	22	3.0.4	-10.64	33.74	-48.57
1778	8	22	3	-11.41	34.17	-48.15
1778	8	23	1.3.5	-	-	-
1778	8	23	1.3.4	-	-	-
1778	8	23	1.3.1	-	-	-
1778	8	23	1.3	-	-	-
1778	8	23	1.2	-	-	-
1778	8	23	2.0.1	-	-	-
1778	8	23	2.2	-	-	-
1778	8	23	2	-	-	-
1778	8	23	3.2	-	-	-
1778	8	23	3.0.3	-	-	-
1778	8	23	3.0.2	-	-	-
1778	8	23	3.0.1	-	-	-
1778	8	23	3.0.4	-	-	-
1778	8	23	3	-	-	-
1778	8	24	1.3.4	17.73	94.95	38.92
1778	8	24	1.3.5	8.09	86.58	30.55
1778	8	24	1.3.1	-6.70	101.72	45.69
1778	8	24	1.3	-20.28	97.97	41.94
1778	8	24	1.2	-	-	-
1778	8	24	2.0.1	-19.55	53.40	-2.64
1778	8	24	2	-22.08	53.71	-2.32
1778	8	24	2.2	-34.88	45.04	-10.99
1778	8	24	3.0.2	24.23	32.26	-23.78
1778	8	24	3.3.1	24.28	331.92	-84.11
1778	8	24	3.0.3	17.67	28.11	-27.93
1778	8	24	3.0.1	11.28	39.23	-16.80
1778	8	24	3.3	8.72	344.55	-71.48
1778	8	24	3.0.4	-10.54	34.40	-21.63
1778	8	24	3	-17.70	52.27	-3.77
1778	8	24	3.2	-15.06	357.22	-58.82
1778	8	25	1.3.4	17.31	93.45	50.81
1778	8	25	1.3.5	7.59	86.69	44.05
1778	8	25	1.3.1	-6.94	101.12	58.48
1778	8	25	1.3	-21.06	98.56	55.91
1778	8	25	2.0.1	-20.35	55.15	12.51
1778	8	25	2	-22.38	53.78	11.14
1778	8	25	2.2	-34.41	45.09	2.44
1778	8	25	3.0.2	23.68	34.34	-8.30
1778	8	25	3.0.3	17.66	28.46	-14.18
1778	8	25	3.0.1	11.88	39.26	-3.38
1778	8	25	3.3.1	24.10	332.50	-70.15
1778	8	25	3.0.5	12.47	29.82	-12.82
1778	8	25	3.3	8.58	341.72	-60.93
1778	8	25	3.0.4	-10.43	34.58	-8.06
1778	8	25	3	-12.09	35.40	-7.24
1778	8	25	3.2	-15.13	356.99	-45.66
1778	8	26	1.3.4	16.80	92.12	62.59
1778	8	26	1.3.5	6.93	86.66	57.13
1778	8	26	1.3	-20.47	96.77	67.24
1778	8	26	2.0.1	-19.26	52.66	23.13
1778	8	26	2	-24.14	53.12	23.59
1778	8	26	2.2	-34.36	44.43	14.90
1778	8	26	3.0.2	23.57	34.43	4.90
1778	8	26	3.0.3	16.60	30.64	1.12
1778	8	26	3.0.1	11.42	39.36	9.83
1778	8	26	3.0.6	14.18	28.28	-1.25
1778	8	26	3.3.1	24.86	331.80	-57.72
1778	8	26	3.0.5	10.24	31.15	1.62
1778	8	26	3.3	8.94	342.51	-47.02
1778	8	26	3.0.4	-10.75	34.03	4.51
1778	8	26	3	-12.21	35.19	5.66
1778	8	26	3.2	-14.97	357.76	-31.77
1778	8	27	1.3.4	17.53	89.99	73.67
1778	8	27	1.3.5	7.47	86.24	69.92
1778	8	27	1.3	-21.51	96.75	80.43
1778	8	27	2.0.1	-20.22	52.58	36.26
1778	8	27	2	-23.77	52.73	36.41
1778	8	27	2.2	-35.25	42.83	26.51
1778	8	27	3.0.2	24.22	32.22	15.90
1778	8	27	3.0.6	17.47	28.85	12.53
1778	8	27	3.0.1	11.50	39.80	23.48
1778	8	27	3.0.5	12.39	31.60	15.28
1778	8	27	3.0.3	10.65	24.88	8.56
1778	8	27	3.3.1	24.45	331.29	-45.03
1778	8	27	3.3	8.71	342.48	-33.84
1778	8	27	3.0.4	-10.07	33.30	16.98
1778	8	27	3	-12.20	34.15	17.83
1778	8	27	3.2	-15.74	359.30	-17.02
1778	8	27	4.1	-21.54	312.04	-64.28
1778	8	27	4	-25.83	309.89	-66.43
1779	1	9	1	-7.57	31.08	-5.03
1779	1	9	2	15.71	28.79	-7.32
1779	1	9	3	15.73	12.29	-23.81
1779	1	9	4	15.19	341.68	-54.42
1779	1	9	5	-8.09	324.01	-72.10
1779	1	10	1	-7.52	31.47	8.49
1779	1	10	2	15.77	28.11	5.13
1779	1	10	3	21.53	91.02	68.04
1779	1	10	4	15.26	342.74	-40.24
1779	1	10	5	-12.72	321.74	-61.24
1779	1	11	1	-7.94	32.06	22.30
1779	1	11	2	15.40	28.46	18.70
1779	1	11	3	15.34	11.89	2.13
1779	1	11	4	15.35	342.67	-27.09
1779	1	11	4.2	-10.10	343.88	-25.88
1779	1	11	5	-13.05	321.53	-48.23
1779	1	11	6	-18.31	294.45	-75.32
1779	1	12	1	-8.54	32.85	36.30
1779	1	12	2	15.35	28.59	32.05
1779	1	12	3	14.52	11.74	15.20
1779	1	12	4.2	56.95	326.34	-30.21
1779	1	12	4	15.05	341.89	-14.66
1779	1	12	5	-13.58	321.75	-34.80
1779	1	12	6	-18.19	294.04	-62.51
1779	1	12	7	-21.30	284.26	-72.29
1779	1	13	1	-8.69	31.90	48.59
1779	1	13	2	15.42	28.24	44.93
1779	1	13	3	14.98	10.51	27.20
1779	1	13	4	14.80	340.97	-2.34
1779	1	13	4.2	-10.75	343.72	0.41
1779	1	13	5	-13.76	320.75	-22.56
1779	1	13	6	-17.97	293.75	-49.56
1779	1	13	7	-21.16	281.70	-61.61
1779	1	14	1	-8.44	32.28	61.98
1779	1	14	2	15.31	27.49	57.19
1779	1	14	3	15.32	10.79	40.49
1779	1	14	4	14.90	340.51	10.22
1779	1	14	4.3	-9.19	355.87	25.58
1779	1	14	4.2	-10.79	344.03	13.73
1779	1	14	5	-13.62	320.78	-9.52
1779	1	14	6	-17.70	293.83	-36.47
1779	1	14	7	-20.92	282.08	-48.21
1779	1	15	1	-8.44	33.54	76.41
1779	1	15	2	15.74	28.42	71.29
1779	1	15	3	15.37	11.63	54.50
1779	1	15	4	14.55	340.01	22.89
1779	1	15	4.3	-9.05	357.61	40.48
1779	1	15	4.2	-11.09	343.81	26.69
1779	1	15	5	-13.58	320.70	3.58
1779	1	15	6	-17.75	293.83	-23.30
1779	1	15	7	-20.81	281.12	-36.01
1779	1	16	3	15.04	8.79	64.79
1779	1	16	4	14.37	337.96	33.96
1779	1	16	4.2	-11.12	342.69	38.69
1779	1	16	4.3	-9.26	356.85	52.85
1779	1	16	4.4	-27.03	357.98	53.98
1779	1	16	4.5	-30.87	343.87	39.87
1779	1	16	5	-13.93	320.36	16.36
1779	1	16	6	-17.88	293.72	-10.29
1779	1	16	7	-20.83	280.57	-23.43
1779	1	16	8	14.07	226.62	-77.38
1779	1	17	3	14.53	6.93	76.15
1779	1	17	4.3	-9.10	357.41	66.63
1779	1	17	4.4	-27.12	358.56	67.79
1779	1	17	4.5	-31.16	343.44	52.67
1779	1	17	5	-14.49	320.73	29.95
1779	1	17	6	-17.60	293.33	2.56
1779	1	17	7	-20.68	280.62	-10.16
1779	1	17	8	13.81	228.12	-62.66
1779	1	18	4.3	-9.34	356.85	79.19
1779	1	18	4.4	-26.97	0.55	82.89
1779	1	18	4.5	-31.63	343.06	65.40
1779	1	18	5	-14.44	320.54	42.88
1779	1	18	6	-18.06	293.86	16.19
1779	1	18	7	-21.01	279.60	1.94
1779	1	18	8.3	20.81	227.87	-49.79
1779	1	18	8.2	17.79	236.22	-41.44
1779	1	18	8	13.83	226.62	-51.04
1779	1	19	9	-11.27	216.10	-48.28
1779	1	19	5.2	-13.47	316.11	51.72
1779	1	19	5	-14.21	318.67	54.29
1779	1	19	6	-17.51	292.90	28.52
1779	1	19	7	-20.30	278.97	14.58
1779	1	19	8.3	21.17	227.69	-36.69
1779	1	19	8.2	17.57	235.23	-29.15
1779	1	19	8	13.90	226.22	-38.17
1779	1	19	10	21.64	201.72	-62.66
1779	1	20	9	-11.22	215.74	-35.40
1779	1	20	5.2	-13.03	316.05	64.91
1779	1	20	5	-14.01	319.89	68.75
1779	1	20	6	-17.71	293.45	42.31
1779	1	20	7	-15.25	309.93	58.79
1779	1	20	8.3	21.70	226.97	-24.17
1779	1	20	8.2	17.91	233.63	-17.51
1779	1	20	8	14.54	225.25	-25.89
1779	1	20	10	21.90	199.11	-52.03
1779	1	21	1	-24.24	160.16	-77.97
1779	1	21	2	-11.27	162.56	-75.58
1779	1	21	9	-11.07	216.59	-21.54
1779	1	21	5.2	-12.83	314.65	76.52
1779	1	21	5	-13.82	319.10	80.97
1779	1	21	6	-17.06	293.47	55.34
1779	1	21	7	-20.10	278.99	40.86
1779	1	21	8.3	21.31	227.30	-10.84
1779	1	21	8.2	80.68	185.71	-52.42
1779	1	21	10	22.12	199.12	-39.02
1779	1	22	1	-24.66	156.76	-68.21
1779	1	22	2	-11.67	161.45	-63.52
1779	1	22	3	-9.40	152.03	-72.94
1779	1	22	9	-11.45	216.08	-8.89
1779	1	22	6	-17.37	293.33	68.36
1779	1	22	7	-19.86	278.49	53.52
1779	1	22	8.3	20.43	226.45	1.48
1779	1	22	8.2	18.07	235.72	10.75
